"A","Bilanca odhodkov","9652121502 9362820683 97,00",""
"0102","Spodbujanje rasti in razvoja podjetij","8086087 7810705 96,59",""
"010201","Spodbude za rast in razvoj podjetij","8086087 7810705 96,59",""
"01020104","Razvojni ukrepi SRRS","8086087 7810705 96,59",""
"16","MINISTRSTVO ZA FINANCE","662620187 641027855 96,74",""
"1611","Ministrstvo za finance","662620187 641027855 96,74",""
"01","PODJETNIŠTVO IN KONKURENČNOST","520536372 499030837 95,87",""
"0102","Spodbujanje rasti in razvoja podjetij","520536372 499030837 95,87",""
"010202","Spodbujanje tujih investicij in odprtosti gospodarstva","2178481 0 0,00",""
"01020204","Dodeljevanje finančnih spodbud in financiranje","2178481 0 0,00",""
"010204","Podpora prestrukturiranju nefinančnih družb","518357891 499030837 96,27",""
"01020401","Izdajanje poroštev in jamstev države","18357891 20833742 113,49",""
"01020402","Upravljanje s finančnim premoženjem države","500000000 478197096 95,64",""
"13","NACIONALNA VARNOST, OBRAMBA IN ZUNANJE ZADEVE","1123815 1027112 91,40",""
"1303","Zunanja politika","1123815 1027112 91,40",""
"130303","Razvojno sodelovanje in humanitarna pomoč","1123815 1027112 91,40",""
"13030305","Multilateralno razvojno sodelovanje in druge multilateralne mednarodne obveznosti","1123815 1027112 91,40",""
"15","INSTITUCIJE PRAVNE DRŽAVE, SVOBODE IN VARNOSTI","360000 369906 102,75",""
"1501","Pravosodje","360000 369906 102,75",""
"150104","Poprava krivic in odškodnine","360000 369906 102,75",""
"15010402","Izplačilo obveznosti po Zakonu o denacionalizaciji","160000 167054 104,41",""
"15010403","Izplačilo odškodnin po sodnih sklepih in izvensodnih poravnavah","200000 202852 101,43",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","140600000 140600000 100,00",""
"1602","Plačila v Evropsko unijo","140600000 140600000 100,00",""
"160202","Finančna stabilnost EU","140600000 140600000 100,00",""
"16020201","Finančna stabilnost EU","140600000 140600000 100,00",""
"21","MINISTRSTVO ZA GOSPODARSTVO","22170594 13441700 60,63",""
"2111","Ministrstvo za gospodarstvo","22170594 13441700 60,63",""
"01","PODJETNIŠTVO IN KONKURENČNOST","19780000 13441700 67,96",""
"0102","Spodbujanje rasti in razvoja podjetij","19780000 13441700 67,96",""
"010201","Spodbude za rast in razvoj podjetij","8200000 8888694 108,40",""
"01020101","Podpora  rasti in razvoj podjetij","8200000 8888694 108,40",""
"010204","Podpora prestrukturiranju nefinančnih družb","11580000 4553006 39,32",""
"01020403","Reševanje in prestrukturiranje  podjetij","11580000 4553006 39,32",""
"07","ENERGETIKA","2390594 0 0,00",""
"0701","Oskrba z energijo","2390594 0 0,00",""
"070101","Proizvodnja energije","2390594 0 0,00",""
"07010101","Podpora projektom na OVE in energetski infrastrukturi","2390594 0 0,00",""
"25","MINISTRSTVO ZA OKOLJE IN PROSTOR","17200000 5202851 30,25",""
"2511","Ministrstvo za okolje in prostor","17200000 5202851 30,25",""
"09","OKOLJSKA IN PROSTORSKA POLITIKA","17200000 5202851 30,25",""
"0901","Trajnostno upravljanje z naravnimi viri","5200000 5202851 100,05",""
"090101","Trajnostno upravljanje z naravnimi viri in izgradnja okoljske infrastrukture","5200000 5202851 100,05",""
"09010105","Povečanje namenskega premoženja Eko sklada","5200000 5202851 100,05",""
"0903","Stanovanjska in komunalna politika ter urejanje prostora","12000000 0 0,00",""
"090301","Spodbujanje stanovanjske gradnje","12000000 0 0,00",""
"09030101","Reševanje stanovanjske problematike","12000000 0 0,00",""
"32","MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN TEHNOLOGIJO","50073184 50000000 99,85",""
"3211","Ministrstvo za visoko šolstvo, znanost in tehnologijo","50073184 50000000 99,85",""
"02","VISOKO ŠOLSTVO, ZNANOST, TEHNOLOGIJA IN INFORMACIJSKA DRUŽBA","50073184 50000000 99,85",""
"0202","Znanstveno - raziskovalna dejavnost","294 0 0,00",""
"020203","Raziskovalna infrastruktura","294 0 0,00",""
"02020301","Infrastrukturna podpora raziskovalni dejavnosti","294 0 0,00",""
"0203","Tehnologija in informacijska družba","50072890 50000000 99,85",""
"020301","Podpora tehnološkim razvojnim projektom","50072890 50000000 99,85",""
"02030104","Spodbujanje tehnološkega razvoja in inovativnosti","50072890 50000000 99,85",""
"C","Račun financiranja","990479948 960389822 96,96",""
"2","VLADNI PRORAČUNSKI UPORABNIKI","990479948 960389822 96,96",""
"16","MINISTRSTVO ZA FINANCE","990479948 960389822 96,96",""
"1611","Ministrstvo za finance","990479948 960389822 96,96",""
"16","SERVISIRANJE JAVNEGA DOLGA, PLAČILA V EVROPSKO UNIJO IN REZERVE","990479948 960389822 96,96",""
"1601","Servisiranje javnega dolga","990479948 960389822 96,96",""
"160101","Servisiranje domačega dolga","527396017 497318832 94,30",""
"16010102","Obveznosti iz naslova glavnic domačega dolga","527396017 497318832 94,30",""
"160102","Servisiranje dolga do tujine","463083931 463070989 100,00",""
"16010202","Obveznosti iz naslova glavnic tujega dolga","463083931 463070989 100,00",""

